OBJECTID,Area_sqkm,TNRCC_ID,CP_ID,usgs_site_,station_nm,huc_cd,usgs_drain_sqmi,WAM_drain_sqmi,WAM_drai_1,Quad_ID,Quad_lat,Quad_lon
699,422.5893354,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,606,31.5,-101.5
700,422.5893354,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,606,31.5,-101.5
701,422.5893354,8129300,C5,8129300,"Spring Ck abv Tankersley, TX",12090102,425,340,880.5959574,606,31.5,-101.5
702,422.5893354,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,606,31.5,-101.5
703,422.5893354,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,606,31.5,-101.5
704,422.5893354,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,606,31.5,-101.5
705,422.5893354,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,606,31.5,-101.5
706,422.5893354,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,606,31.5,-101.5
707,422.5893354,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,606,31.5,-101.5
708,422.5893354,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,606,31.5,-101.5
709,422.5893354,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,606,31.5,-101.5
710,422.5893354,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,606,31.5,-101.5
711,422.5893354,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,606,31.5,-101.5
712,422.5893354,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,606,31.5,-101.5
713,673.3712394,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,607,31.5,-100.5
714,673.3712394,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,607,31.5,-100.5
715,673.3712394,8129300,C5,8129300,"Spring Ck abv Tankersley, TX",12090102,425,340,880.5959574,607,31.5,-100.5
716,673.3712394,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
717,673.3712394,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
718,673.3712394,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
719,673.3712394,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
720,673.3712394,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
721,673.3712394,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
722,673.3712394,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
723,673.3712394,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
724,673.3712394,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
725,673.3712394,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
726,673.3712394,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
727,480.4160191,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,605,31.5,-102.5
728,480.4160191,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,605,31.5,-102.5
729,480.4160191,8128400,C6,8128400,"Middle Concho Rv abv Tankersley, TX",12090103,2084,1613,4177.650821,605,31.5,-102.5
730,480.4160191,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,605,31.5,-102.5
731,480.4160191,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,605,31.5,-102.5
732,480.4160191,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,605,31.5,-102.5
733,480.4160191,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,605,31.5,-102.5
734,480.4160191,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,605,31.5,-102.5
735,480.4160191,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,605,31.5,-102.5
736,480.4160191,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,605,31.5,-102.5
737,480.4160191,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,605,31.5,-102.5
738,480.4160191,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,605,31.5,-102.5
739,480.4160191,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,605,31.5,-102.5
740,480.4160191,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,605,31.5,-102.5
741,4448.267859,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,606,31.5,-101.5
742,4448.267859,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,606,31.5,-101.5
743,4448.267859,8128400,C6,8128400,"Middle Concho Rv abv Tankersley, TX",12090103,2084,1613,4177.650821,606,31.5,-101.5
744,4448.267859,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,606,31.5,-101.5
745,4448.267859,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,606,31.5,-101.5
746,4448.267859,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,606,31.5,-101.5
747,4448.267859,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,606,31.5,-101.5
748,4448.267859,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,606,31.5,-101.5
749,4448.267859,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,606,31.5,-101.5
750,4448.267859,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,606,31.5,-101.5
751,4448.267859,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,606,31.5,-101.5
752,4448.267859,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,606,31.5,-101.5
753,4448.267859,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,606,31.5,-101.5
754,4448.267859,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,606,31.5,-101.5
755,680.279055,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,607,31.5,-100.5
756,680.279055,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,607,31.5,-100.5
757,680.279055,8128400,C6,8128400,"Middle Concho Rv abv Tankersley, TX",12090103,2084,1613,4177.650821,607,31.5,-100.5
758,680.279055,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
759,680.279055,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
760,680.279055,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
761,680.279055,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
762,680.279055,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
763,680.279055,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
764,680.279055,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
765,680.279055,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
766,680.279055,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
767,680.279055,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
768,680.279055,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
769,236.0545936,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,506,32.5,-101.5
770,236.0545936,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,506,32.5,-101.5
771,236.0545936,8134000,C7,8134000,"N Concho Rv nr Carlsbad, TX",12090104,1266,1202,3113.165708,506,32.5,-101.5
772,236.0545936,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,506,32.5,-101.5
773,236.0545936,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,506,32.5,-101.5
774,236.0545936,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,506,32.5,-101.5
775,236.0545936,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,506,32.5,-101.5
776,236.0545936,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,506,32.5,-101.5
777,236.0545936,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,506,32.5,-101.5
778,236.0545936,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,506,32.5,-101.5
779,236.0545936,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,506,32.5,-101.5
780,236.0545936,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,506,32.5,-101.5
781,236.0545936,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,506,32.5,-101.5
782,236.0545936,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,506,32.5,-101.5
783,1753.5531,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,606,31.5,-101.5
784,1753.5531,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,606,31.5,-101.5
785,1753.5531,8134000,C7,8134000,"N Concho Rv nr Carlsbad, TX",12090104,1266,1202,3113.165708,606,31.5,-101.5
786,1753.5531,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,606,31.5,-101.5
787,1753.5531,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,606,31.5,-101.5
788,1753.5531,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,606,31.5,-101.5
789,1753.5531,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,606,31.5,-101.5
790,1753.5531,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,606,31.5,-101.5
791,1753.5531,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,606,31.5,-101.5
792,1753.5531,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,606,31.5,-101.5
793,1753.5531,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,606,31.5,-101.5
794,1753.5531,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,606,31.5,-101.5
795,1753.5531,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,606,31.5,-101.5
796,1753.5531,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,606,31.5,-101.5
797,1172.385795,8136500,C1,8136500,"Concho Rv at Paint Rock, TX",12090105,6574,5185,13429.08835,607,31.5,-100.5
798,1172.385795,8136000,C2,8136000,"Concho Rv at San Angelo, TX",12090105,5542,4139,10719.96079,607,31.5,-100.5
799,1172.385795,8134000,C7,8134000,"N Concho Rv nr Carlsbad, TX",12090104,1266,1202,3113.165708,607,31.5,-100.5
800,1172.385795,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,607,31.5,-100.5
801,1172.385795,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,607,31.5,-100.5
802,1172.385795,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,607,31.5,-100.5
803,1172.385795,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,607,31.5,-100.5
804,1172.385795,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,607,31.5,-100.5
805,1172.385795,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,607,31.5,-100.5
806,1172.385795,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,607,31.5,-100.5
807,1172.385795,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,607,31.5,-100.5
808,1172.385795,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,607,31.5,-100.5
809,1172.385795,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,607,31.5,-100.5
810,1172.385795,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,607,31.5,-100.5
811,305.761632,8121000,A1,8121000,"Colorado Rv at Colorado City, TX",12080002,3966,1575,4079.231273,506,32.5,-101.5
812,305.761632,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,506,32.5,-101.5
813,305.761632,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,506,32.5,-101.5
814,305.761632,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,506,32.5,-101.5
815,305.761632,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,506,32.5,-101.5
816,305.761632,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,506,32.5,-101.5
817,305.761632,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,506,32.5,-101.5
818,305.761632,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,506,32.5,-101.5
819,305.761632,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,506,32.5,-101.5
820,305.761632,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,506,32.5,-101.5
821,305.761632,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,506,32.5,-101.5
822,305.761632,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,506,32.5,-101.5
823,305.761632,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,506,32.5,-101.5
824,305.761632,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,506,32.5,-101.5
825,305.761632,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,506,32.5,-101.5
826,503.6292268,8121000,A1,8121000,"Colorado Rv at Colorado City, TX",12080002,3966,1575,4079.231273,507,32.5,-100.5
827,503.6292268,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,507,32.5,-100.5
828,503.6292268,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,507,32.5,-100.5
829,503.6292268,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,507,32.5,-100.5
830,503.6292268,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,507,32.5,-100.5
831,503.6292268,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,507,32.5,-100.5
832,503.6292268,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,507,32.5,-100.5
833,503.6292268,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,507,32.5,-100.5
834,503.6292268,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,507,32.5,-100.5
835,503.6292268,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,507,32.5,-100.5
836,503.6292268,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,507,32.5,-100.5
837,503.6292268,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,507,32.5,-100.5
838,503.6292268,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,507,32.5,-100.5
839,503.6292268,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,507,32.5,-100.5
840,503.6292268,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,507,32.5,-100.5
841,6757.715615,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,505,32.5,-102.5
842,6757.715615,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,505,32.5,-102.5
843,6757.715615,8123800,B3,8123800,"Beals Ck nr Westbrook, TX",12080007,9802,1974,5112.636529,505,32.5,-102.5
844,6757.715615,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,505,32.5,-102.5
845,6757.715615,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,505,32.5,-102.5
846,6757.715615,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,505,32.5,-102.5
847,6757.715615,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,505,32.5,-102.5
848,6757.715615,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,505,32.5,-102.5
849,6757.715615,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,505,32.5,-102.5
850,6757.715615,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,505,32.5,-102.5
851,6757.715615,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,505,32.5,-102.5
852,6757.715615,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,505,32.5,-102.5
853,6757.715615,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,505,32.5,-102.5
854,6757.715615,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,505,32.5,-102.5
855,6757.715615,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,505,32.5,-102.5
856,4474.441119,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,506,32.5,-101.5
857,4474.441119,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,506,32.5,-101.5
858,4474.441119,8123800,B3,8123800,"Beals Ck nr Westbrook, TX",12080007,9802,1974,5112.636529,506,32.5,-101.5
859,4474.441119,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,506,32.5,-101.5
860,4474.441119,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,506,32.5,-101.5
861,4474.441119,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,506,32.5,-101.5
862,4474.441119,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,506,32.5,-101.5
863,4474.441119,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,506,32.5,-101.5
864,4474.441119,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,506,32.5,-101.5
865,4474.441119,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,506,32.5,-101.5
866,4474.441119,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,506,32.5,-101.5
867,4474.441119,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,506,32.5,-101.5
868,4474.441119,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,506,32.5,-101.5
869,4474.441119,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,506,32.5,-101.5
870,4474.441119,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,506,32.5,-101.5
871,1545.959392,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,605,31.5,-102.5
872,1545.959392,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,605,31.5,-102.5
873,1545.959392,8123800,B3,8123800,"Beals Ck nr Westbrook, TX",12080007,9802,1974,5112.636529,605,31.5,-102.5
874,1545.959392,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,605,31.5,-102.5
875,1545.959392,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,605,31.5,-102.5
876,1545.959392,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,605,31.5,-102.5
877,1545.959392,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,605,31.5,-102.5
878,1545.959392,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,605,31.5,-102.5
879,1545.959392,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,605,31.5,-102.5
880,1545.959392,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,605,31.5,-102.5
881,1545.959392,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,605,31.5,-102.5
882,1545.959392,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,605,31.5,-102.5
883,1545.959392,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,605,31.5,-102.5
884,1545.959392,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,605,31.5,-102.5
885,1545.959392,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,605,31.5,-102.5
886,1355.571146,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,606,31.5,-101.5
887,1355.571146,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,606,31.5,-101.5
888,1355.571146,8123800,B3,8123800,"Beals Ck nr Westbrook, TX",12080007,9802,1974,5112.636529,606,31.5,-101.5
889,1355.571146,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,606,31.5,-101.5
890,1355.571146,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,606,31.5,-101.5
891,1355.571146,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,606,31.5,-101.5
892,1355.571146,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,606,31.5,-101.5
893,1355.571146,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,606,31.5,-101.5
894,1355.571146,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,606,31.5,-101.5
895,1355.571146,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,606,31.5,-101.5
896,1355.571146,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,606,31.5,-101.5
897,1355.571146,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,606,31.5,-101.5
898,1355.571146,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,606,31.5,-101.5
899,1355.571146,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,606,31.5,-101.5
900,1355.571146,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,606,31.5,-101.5
901,457.1538693,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,507,32.5,-100.5
902,457.1538693,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,507,32.5,-100.5
903,457.1538693,8123600,B4,0,Champion Creek,0,0,176,455.8379074,507,32.5,-100.5
904,457.1538693,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,507,32.5,-100.5
905,457.1538693,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,507,32.5,-100.5
906,457.1538693,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,507,32.5,-100.5
907,457.1538693,8147000,F1,8147000,"Colorado Rv nr San Saba, TX",12090201,31217,19830,51359.46422,507,32.5,-100.5
908,457.1538693,8158000,I1,8158000,"Colorado Rv at Austin, TX",12090205,39009,27611,71512.16171,507,32.5,-100.5
909,457.1538693,8154500,I2,0,Lake Travis near Austin,0,0,27357,70854.30473,507,32.5,-100.5
910,457.1538693,8148000,I4,0,Lake Buchanan near Burnet,0,20512,20521,53149.14601,507,32.5,-100.5
911,457.1538693,8161000,J1,8161000,"Colorado Rv at Columbus, TX",12090301,41640,30244,78331.6004,507,32.5,-100.5
912,457.1538693,8159500,J2,8159500,"Colorado Rv at Smithville, TX",12090301,40371,29062,75270.23445,507,32.5,-100.5
913,457.1538693,8159200,J3,8159200,"Colorado Rv at Bastrop, TX",12090301,39979,28580,74021.86018,507,32.5,-100.5
914,457.1538693,8162500,K1,8162500,"Colorado Rv nr Bay City, TX",12090302,42240,30862,79932.21305,507,32.5,-100.5
915,457.1538693,8162000,K2,8162000,"Colorado Rv at Wharton, TX",12090302,42003,30601,79256.22615,507,32.5,-100.5
916,203.481482,8121000,A1,8121000,"Colorado Rv at Colorado City, TX",12080002,3966,1575,4079.231273,506,32.5,-101.5
917,203.481482,8120500,A2,8120500,"Deep Ck nr Dunn, TX",12080002,198,193,499.8677052,506,32.5,-101.5
918,203.481482,8124000,B1,8124000,"Colorado Rv at Robert Lee, TX",12080008,15307,5046,13069.08,506,32.5,-101.5
919,203.481482,8123850,B2,8123850,"Colorado Rv abv Silver, TX",12080008,14910,4559,11807.75579,506,32.5,-101.5
920,203.481482,8138000,D1,8138000,"Colorado Rv at Winchell, TX",12090106,25179,13788,35710.75606,506,32.5,-101.5
921,203.481482,8136700,D2,8136700,"Colorado Rv nr Stacy, TX",12090106,24193,12548,32499.1708,506,32.5,-101.5
922,203.481482,8126380,D4,8126380,"Colorado Rv nr Ballinger, TX",12090101,16358,6090,15773.02759,506,32.5,-101.5
